REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,857","1,839","1,858","1,853","1,858","1,877","1,894","1,896","1,818","1,817","1,806","1,817","1,817","1,799","1,784","1,790","1,779","1,800","1,806","1,776","1,763","1,777","1,756","1,778","1,776","1,801"
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,310","9,321","9,486","9,507","9,467","9,401","9,278","9,211","8,812","8,859","8,739","8,774","8,944","8,976","9,088","9,313","9,090","9,101","9,107","8,995","8,958","9,077","9,100","9,334","9,468","9,619"
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Population,Midyear population (in thousands of persons),"8,925","9,023","9,125","9,221","9,291","9,366","9,442","9,514","9,575","9,619","9,660","9,587","9,620","9,666","9,726","9,777","9,815","9,835","9,851","9,807","9,795","9,825","9,862","9,912","9,976","10,042","10,105","10,162","10,213","10,260","10,289","10,298","10,304","10,307","10,309","10,310","10,309","10,312","10,314","10,314","10,310","10,285","10,295","10,306","10,310","10,303","10,291","10,280","10,271","10,260","10,231","10,193","10,173","10,170","10,174","10,188","10,215","10,275","10,361","10,420","10,450","10,472","10,487","10,490","10,501","10,522","10,542","10,568","10,593"
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,"25,534","26,916","28,354","29,592","30,886","32,534","33,750","34,814","36,051","36,349","36,875","36,759","36,117","36,593","37,153","37,784","38,695","39,460","40,219","40,951","43,449","39,828","39,093","39,208","39,913","42,090","43,641","43,688","44,313","45,938","48,296","49,833","50,341","52,572","55,257","57,746","60,883","62,979","63,290","61,358","63,409","64,713","63,927","63,414","64,778","67,257","68,125","70,083","72,546"
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,23,24,24,24,24,25,27,28,29,30,32,34,35,35,34,35,36,36,36,36,38,38,39,40
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,"13,362","14,017","14,704","15,314","15,951","16,732","17,287","17,771","18,413","18,578","18,842","18,795","18,496","18,789","19,206","19,636","20,178","20,642","21,066","21,424","21,657","19,191","19,076","19,075","19,623","20,856","21,762","21,656","21,606","21,938","22,938","23,694","24,132","25,009","26,228","27,903","29,734","31,217","31,790","30,091","30,686","31,167","30,874","30,715","31,516","33,124","33,918","35,352","36,576"
Central and Eastern Europe and Central Asia,CZE,Czech Republic,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,5,5,5,5,6,4,3,4,1,2,0,-2,2,2,2,3,2,2,2,1,-12,-1,0,3,6,4,-1,0,1,4,3,2,4,5,7,7,6,3,-5,2,2,-1,0,3,5,3,4,4
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Employment growth,"Growth of employment, percent change",,1,1,1,4,1,1,1,0,0,1,2,2,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-5,-4,1,0,1,1,1,-1,-2,-2,-1,0,1,-1,0,2,1,2,2,-2,-1,0,0,0,1,1,1,2,0
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,-1,-1,-1,-4,1,-1,0,2,0,1,2,-2,0,0,-1,0,1,0,3,1,2
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,4,3,4,1,1,0,-2,1,2,2,2,2,2,2,6,-8,-2,0,2,5,4,0,1,4,5,3,1,4,5,5,5,3,0,-3,3,2,-1,-1,2,4,1,3,4
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,0,0,3,5,8,1,5,4,5,6,4,0,-2,2,2,0,0,1,5,0,3,2
Central and Eastern Europe and Central Asia,CZE,Czech Republic,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,3,3,4,1,1,0,-2,2,2,2,3,2,2,2,1,-11,-1,0,3,6,4,0,0,2,5,3,2,4,5,6,7,5,2,-5,2,2,-1,-1,3,5,2,4,3
Central and Eastern Europe and Central Asia,EST,Estonia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,300","20,005","20,736","21,450","22,008","22,024","22,630","22,849","23,989","25,533","23,427","21,085","18,112","16,572","16,300","17,365","18,289","20,447","21,289","21,106","23,337","24,814","26,322","28,274","30,053","32,871","36,247","39,055","36,939","31,500","32,211","34,659","36,151","36,852","37,917","38,552","39,347","41,074","42,404"
Central and Eastern Europe and Central Asia,EST,Estonia,Employment,Persons employed (in thousands of persons),522,532,542,552,563,573,584,595,606,618,629,641,653,665,677,690,702,715,728,742,756,762,769,775,782,788,795,802,809,816,822,828,834,837,842,846,856,854,854,847,831,807,759,699,675,634,619,619,607,580,585,589,589,601,599,612,642,643,642,577,548,584,594,601,606,623,625,642,643
Central and Eastern Europe and Central Asia,EST,Estonia,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,983","1,982","1,981","1,980","1,977","1,978","1,970","1,973","1,978","1,986","2,008","2,001","1,998","1,968","1,832","1,875","1,919","1,886","1,866","1,859","1,852","1,855","1,857","1,860"
Central and Eastern Europe and Central Asia,EST,Estonia,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,257","1,226","1,226","1,203","1,147","1,158","1,160","1,161","1,189","1,189","1,230","1,285","1,286","1,264","1,056","1,028","1,121","1,119","1,121","1,126","1,153","1,159","1,191","1,197"
Central and Eastern Europe and Central Asia,EST,Estonia,Population,Midyear population (in thousands of persons),"1,096","1,112","1,130","1,140","1,148","1,154","1,163","1,174","1,185","1,197","1,211","1,224","1,239","1,255","1,272","1,288","1,300","1,312","1,324","1,343","1,363","1,381","1,397","1,411","1,422","1,432","1,442","1,453","1,464","1,472","1,482","1,493","1,504","1,515","1,526","1,538","1,550","1,562","1,569","1,571","1,569","1,561","1,533","1,494","1,463","1,437","1,416","1,400","1,386","1,375","1,365","1,357","1,348","1,340","1,332","1,324","1,316","1,310","1,307","1,304","1,301","1,297","1,293","1,288","1,285","1,285","1,286","1,287","1,288"
Central and Eastern Europe and Central Asia,EST,Estonia,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,467","24,170","24,865","25,625","26,129","26,019","26,441","26,763","28,098","30,128","28,199","26,121","23,860","23,715","24,134","27,406","29,560","33,032","35,049","36,371","39,872","42,157","44,726","47,037","50,198","53,684","56,442","60,702","57,528","54,630","58,769","59,347","60,912","61,327","62,621","61,890","62,985","64,028","65,922"
Central and Eastern Europe and Central Asia,EST,Estonia,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,17,18,18,20,21,23,24,25,27,28,30,29,30,31,31,32,33,34,33,34,34,35
Central and Eastern Europe and Central Asia,EST,Estonia,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,021","13,396","13,787","14,162","14,421","14,318","14,599","14,626","15,287","16,254","14,928","13,503","11,813","11,091","11,144","12,086","12,918","14,608","15,357","15,348","17,094","18,292","19,527","21,107","22,570","24,827","27,540","29,809","28,269","24,153","24,755","26,717","27,968","28,611","29,498","29,990","30,600","31,916","32,926"
Central and Eastern Europe and Central Asia,EST,Estonia,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,0,3,1,5,6,-8,-10,-14,-9,-2,7,5,12,4,-1,11,6,6,7,6,9,10,8,-5,-15,2,8,4,2,3,2,2,4,3
Central and Eastern Europe and Central Asia,EST,Estonia,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,-1,-2,-3,-6,-8,-3,-6,-2,0,-2,-4,1,1,0,2,0,2,5,0,0,-10,-5,7,2,1,1,3,0,3,0
Central and Eastern Europe and Central Asia,EST,Estonia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,0,-2,-5,1,0,0,2,0,3,4,0,-2,-16,-3,9,0,0,0,2,0,3,0
Central and Eastern Europe and Central Asia,EST,Estonia,Population growth,"Growth of population, percent change",,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-2,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Central and Eastern Europe and Central Asia,EST,Estonia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,0,2,1,5,7,-6,-7,-9,-1,2,14,8,12,6,4,10,6,6,5,7,7,5,8,-5,-5,8,1,3,1,2,-1,2,2,3
Central and Eastern Europe and Central Asia,EST,Estonia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,4,10,6,6,5,6,6,6,8,-4,2,5,-1,4,2,2,-1,2,2,3
Central and Eastern Europe and Central Asia,EST,Estonia,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,-1,2,0,5,6,-8,-10,-13,-6,0,8,7,13,5,0,11,7,7,8,7,10,11,8,-5,-15,2,8,5,2,3,2,2,4,3
Central and Eastern Europe and Central Asia,GEO,Georgia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,664","35,561","37,565","39,814","42,976","45,677","45,806","45,552","49,484","48,481","41,779","32,963","18,163","12,841","11,506","11,806","13,044","14,425","14,839","15,277","15,652","16,391","17,305","19,237","20,354","22,304","24,407","27,477","28,140","27,114","28,808","30,888","32,849","33,962","35,532","36,555","37,560","39,138","40,899"
Central and Eastern Europe and Central Asia,GEO,Georgia,Employment,Persons employed (in thousands of persons),"1,587","1,616","1,646","1,677","1,708","1,740","1,772","1,805","1,839","1,873","1,908","1,933","1,958","1,984","2,010","2,037","2,064","2,091","2,118","2,146","2,174","2,214","2,254","2,294","2,336","2,378","2,421","2,465","2,509","2,555","2,601","2,634","2,668","2,702","2,737","2,772","2,808","2,834","2,836","2,805","2,870","2,616","2,062","1,864","1,818","1,797","1,844","1,848","1,731","1,733","1,837","1,878","1,839","1,815","1,783","1,745","1,747","1,704","1,602","1,656","1,628","1,664","1,724","1,712","1,745","1,780","1,763","1,759","1,756"
Central and Eastern Europe and Central Asia,GEO,Georgia,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,GEO,Georgia,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,GEO,Georgia,Population,Midyear population (in thousands of persons),"3,516","3,579","3,628","3,687","3,760","3,827","3,887","3,937","3,995","4,071","4,147","4,211","4,279","4,344","4,407","4,465","4,518","4,565","4,607","4,650","4,694","4,742","4,786","4,826","4,865","4,898","4,930","4,963","4,991","5,019","5,046","5,073","5,101","5,131","5,162","5,193","5,219","5,240","5,320","5,398","5,426","5,425","5,366","5,264","5,141","5,037","4,961","4,912","4,878","4,848","4,814","4,789","4,771","4,746","4,739","4,786","4,826","4,820","4,819","4,851","4,898","4,934","4,946","4,938","4,931","4,927","4,924","4,922","4,922"
Central and Eastern Europe and Central Asia,GEO,Georgia,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,944","13,501","14,081","14,735","15,704","16,479","16,311","16,076","17,446","17,281","14,557","12,601","8,808","6,889","6,329","6,570","7,074","7,806","8,573","8,815","8,521","8,728","9,410","10,599","11,415","12,782","13,971","16,125","17,565","16,373","17,695","18,562","19,054","19,838","20,362","20,537","21,305","22,246","23,297"
Central and Eastern Europe and Central Asia,GEO,Georgia,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,GEO,Georgia,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,672","7,010","7,364","7,760","8,326","8,796","8,777","8,693","9,301","8,981","7,699","6,076","3,385","2,440","2,238","2,344","2,629","2,937","3,042","3,151","3,251","3,423","3,627","4,053","4,295","4,661","5,057","5,701","5,839","5,589","5,881","6,260","6,642","6,878","7,205","7,420","7,629","7,952","8,310"
Central and Eastern Europe and Central Asia,GEO,Georgia,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,8,6,0,-1,9,-2,-14,-21,-45,-29,-10,3,10,11,3,3,2,5,6,11,6,10,9,13,2,-4,6,7,6,3,5,3,3,4,4
Central and Eastern Europe and Central Asia,GEO,Georgia,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,-1,2,-9,-21,-10,-2,-1,3,0,-6,0,6,2,-2,-1,-2,-2,0,-2,-6,3,-2,2,4,-1,2,2,-1,0,0
Central and Eastern Europe and Central Asia,GEO,Georgia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,GEO,Georgia,Population growth,"Growth of population, percent change",,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Central and Eastern Europe and Central Asia,GEO,Georgia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,7,5,-1,-1,9,-1,-16,-13,-30,-22,-8,4,8,10,10,3,-3,2,8,13,8,12,9,15,9,-7,8,5,3,4,3,1,4,4,5
Central and Eastern Europe and Central Asia,GEO,Georgia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,GEO,Georgia,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,7,6,0,-1,7,-3,-14,-21,-44,-28,-8,5,12,12,4,4,3,5,6,12,6,9,9,13,2,-4,5,6,6,4,5,3,3,4,5
Central and Eastern Europe and Central Asia,HUN,Hungary,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","67,211","73,703","76,185","77,569","80,290","87,546","83,584","90,506","96,568","100,482","105,733","111,079","115,710","122,059","128,932","129,935","137,334","145,210","146,976","151,368","150,843","157,573","160,963","169,316","173,708","177,431","177,956","189,126","193,709","194,091","196,048","197,432","204,545","202,444","207,743","202,635","206,693","209,891","213,089","208,316","194,425","171,288","165,978","164,982","169,767","172,313","172,338","178,094","185,638","191,554","199,617","207,283","216,670","225,008","236,270","246,638","256,136","257,250","259,451","242,327","243,981","248,035","243,958","249,072","259,602","268,343","274,282","285,854","298,205"
Central and Eastern Europe and Central Asia,HUN,Hungary,Employment,Persons employed (in thousands of persons),"4,532","4,638","4,716","4,776","4,818","4,885","4,961","4,948","4,996","5,065","5,082","5,029","5,039","5,077","5,130","5,136","5,174","5,242","5,261","5,280","5,299","5,109","5,135","5,153","5,166","5,175","5,173","5,161","5,161","5,163","5,129","5,345","5,311","5,272","5,234","5,208","5,197","5,179","5,156","5,137","5,064","4,792","4,390","4,109","4,025","4,010","4,013","4,019","4,082","4,196","4,237","4,230","4,227","4,227","4,186","4,174","4,192","4,198","4,115","4,013","3,969","3,969","3,976","4,019","4,214","4,316","4,429","4,509","4,528"
Central and Eastern Europe and Central Asia,HUN,Hungary,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,193","2,192","2,099","2,080","2,008","1,981","1,972","2,016","2,010","1,985","1,945","1,913","1,870","1,870","2,001","2,006","2,000","2,023","2,023","2,040","2,033","1,993","2,005","1,978","1,986","1,987","1,983","1,979","1,982","1,963","1,956","1,949","1,927","1,921","1,928","1,924","1,937","1,937","1,937"
Central and Eastern Europe and Central Asia,HUN,Hungary,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,251","11,719","11,151","10,962","10,507","10,314","10,247","10,439","10,361","10,195","9,848","9,164","8,207","7,682","8,052","8,041","8,024","8,132","8,256","8,560","8,613","8,432","8,476","8,361","8,315","8,294","8,315","8,306","8,156","7,878","7,765","7,735","7,660","7,720","8,125","8,302","8,581","8,735","8,771"
Central and Eastern Europe and Central Asia,HUN,Hungary,Population,Midyear population (in thousands of persons),"9,338","9,423","9,504","9,595","9,706","9,825","9,911","9,839","9,882","9,937","9,984","10,029","10,063","10,091","10,124","10,153","10,185","10,223","10,264","10,303","10,337","10,365","10,394","10,426","10,471","10,532","10,589","10,637","10,673","10,698","10,711","10,712","10,706","10,689","10,668","10,649","10,631","10,613","10,443","10,398","10,372","10,371","10,367","10,355","10,341","10,327","10,309","10,288","10,264","10,235","10,209","10,186","10,157","10,127","10,105","10,085","10,069","10,054","10,036","10,021","9,998","9,957","9,918","9,891","9,864","9,841","9,812","9,799","9,790"
Central and Eastern Europe and Central Asia,HUN,Hungary,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"14,830","15,893","16,154","16,242","16,663","17,920","16,848","18,290","19,329","19,837","20,804","22,087","22,964","24,041","25,132","25,301","26,544","27,702","27,937","28,667","28,464","30,842","31,344","32,860","33,626","34,286","34,401","36,646","37,534","37,594","38,221","36,938","38,511","38,402","39,691","38,911","39,768","40,526","41,330","40,548","38,392","35,747","37,808","40,153","42,179","42,975","42,948","44,314","45,483","45,653","47,113","49,000","51,259","53,233","56,437","59,086","61,098","61,280","63,043","60,387","61,468","62,487","61,361","61,967","61,610","62,181","61,922","63,403","65,865"
Central and Eastern Europe and Central Asia,HUN,Hungary,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,18,18,20,20,20,20,21,20,20,19,20,21,21,21,21,22,22,22,23,25,26,27,28,30,31,31,32,31,31,32,32,32,32,32,32,33,34
Central and Eastern Europe and Central Asia,HUN,Hungary,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"7,198","7,822","8,016","8,084","8,272","8,911","8,433","9,199","9,772","10,112","10,591","11,076","11,499","12,096","12,735","12,798","13,485","14,204","14,320","14,692","14,593","15,203","15,486","16,240","16,589","16,847","16,806","17,780","18,149","18,142","18,303","18,431","19,106","18,939","19,473","19,029","19,443","19,777","20,406","20,034","18,745","16,516","16,010","15,932","16,416","16,686","16,717","17,310","18,085","18,715","19,553","20,351","21,333","22,218","23,381","24,456","25,437","25,587","25,852","24,183","24,403","24,911","24,597","25,182","26,317","27,268","27,954","29,171","30,461"
Central and Eastern Europe and Central Asia,HUN,Hungary,GDP growth,"Growth of GDP, percent change",,10,3,2,4,9,-5,8,7,4,5,5,4,5,6,1,6,6,1,3,0,4,2,5,3,2,0,6,2,0,1,1,4,-1,3,-2,2,2,2,-2,-7,-12,-3,-1,3,2,0,3,4,3,4,4,5,4,5,4,4,0,1,-7,1,2,-2,2,4,3,2,4,4
Central and Eastern Europe and Central Asia,HUN,Hungary,Employment growth,"Growth of employment, percent change",,2,2,1,1,1,2,0,1,1,0,-1,0,1,1,0,1,1,0,0,0,-4,1,0,0,0,0,0,0,0,-1,4,-1,-1,-1,-1,0,0,0,0,-1,-5,-8,-6,-2,0,0,0,2,3,1,0,0,0,-1,0,0,0,-2,-2,-1,0,0,1,5,2,3,2,0
Central and Eastern Europe and Central Asia,HUN,Hungary,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-5,-2,-4,-2,-1,2,-1,-2,-3,-7,-10,-6,5,0,0,1,2,4,1,-2,1,-1,-1,0,0,0,-2,-3,-1,0,-1,1,5,2,3,2,0
Central and Eastern Europe and Central Asia,HUN,Hungary,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central and Eastern Europe and Central Asia,HUN,Hungary,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,7,2,1,3,8,-6,9,6,3,5,6,4,5,5,1,5,4,1,3,-1,8,2,5,2,2,0,7,2,0,2,-3,4,0,3,-2,2,2,2,-2,-5,-7,6,6,5,2,0,3,3,0,3,4,5,4,6,5,3,0,3,-4,2,2,-2,1,-1,1,0,2,4
Central and Eastern Europe and Central Asia,HUN,Hungary,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,9,1,7,-1,3,0,2,-1,-3,-5,8,6,-2,2,0,2,3,0,4,6,4,5,6,5,4,1,3,-3,2,2,-1,1,-1,1,-1,2,4
Central and Eastern Europe and Central Asia,HUN,Hungary,Per Capita Income growth,"Growth of GDP per capita, percent change",,9,2,1,2,8,-5,9,6,3,5,5,4,5,5,0,5,5,1,3,-1,4,2,5,2,2,0,6,2,0,1,1,4,-1,3,-2,2,2,3,-2,-6,-12,-3,0,3,2,0,4,4,3,4,4,5,4,5,5,4,1,1,-6,1,2,-1,2,5,4,3,4,4
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,150","209,253","206,396","216,201","215,123","217,160","219,892","218,566","236,630","235,478","232,220","206,676","195,722","177,716","155,359","142,620","143,333","145,770","143,000","146,861","161,253","183,023","200,959","219,648","240,734","264,085","292,343","318,361","328,867","332,813","357,109","383,892","403,086","427,272","445,644","450,992","455,876","474,570","485,223"
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Employment,Persons employed (in thousands of persons),"2,359","2,462","2,570","2,682","2,799","2,921","3,049","3,182","3,321","3,466","3,617","3,740","3,868","3,999","4,135","4,276","4,422","4,572","4,728","4,889","5,055","5,179","5,305","5,435","5,568","5,704","5,843","5,986","6,132","6,282","6,435","6,528","6,622","6,718","6,815","6,913","6,980","7,070","7,167","7,466","7,563","7,494","7,356","6,926","6,394","6,398","6,361","6,309","6,128","6,097","6,201","6,699","6,709","6,985","7,182","7,261","7,404","7,631","7,857","7,903","8,114","8,302","8,507","8,571","8,510","8,624","8,553","8,584","8,595"
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Population,Midyear population (in thousands of persons),"6,693","6,936","7,123","7,261","7,517","7,977","8,414","8,710","9,063","9,500","9,982","10,467","10,946","11,312","11,602","11,902","12,180","12,452","12,692","12,900","13,106","13,325","13,542","13,754","13,972","14,157","14,304","14,455","14,624","14,804","14,967","15,136","15,303","15,467","15,630","15,790","15,946","16,109","16,207","16,265","16,398","16,522","16,583","16,523","16,289","16,022","15,872","15,692","15,485","15,357","15,335","15,383","15,447","15,526","15,629","15,760","15,918","16,090","16,276","16,484","16,701","16,916","17,128","17,338","17,546","17,749","17,948","18,140","18,323"
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,966","32,053","31,166","32,182","31,566","31,412","31,501","30,914","33,016","31,541","30,706","27,578","26,608","25,658","24,296","22,292","22,533","23,107","23,337","24,087","26,004","27,322","29,955","31,445","33,520","36,370","39,487","41,719","41,855","42,110","44,010","46,243","47,385","49,853","52,370","52,298","53,303","55,283","56,454"
